year,industry_ode_ANZSI,industry_name_ANZSI,rme_size_grp,variale,value,unit
2021,F,Wholesale Trade,g_100-199,Total assets,5031,DOLLARS(millions)
2021,F,Wholesale Trade,g_100-199,Fixed tangile assets,754,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Ativity unit,60,OUNT
2021,F,Wholesale Trade,h_200+,Rolling mean employees,31794,OUNT
2021,F,Wholesale Trade,h_200+,Salaries and wages paid,2323,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,"Sales, government funding, grants and susidies",40012,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Total inome,40256,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Total expenditure,39045,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Operating profit efore tax,1198,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Total assets,17389,DOLLARS(millions)
2021,F,Wholesale Trade,h_200+,Fixed tangile assets,2374,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Ativity unit,16656,OUNT
2021,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,114363,OUNT
2021,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,8829,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and susidies",116512,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Total inome,117396,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Total expenditure,111055,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Operating profit efore tax,5881,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Total assets,64031,DOLLARS(millions)
2021,F,Wholesale Trade,i_Industry_Total,Fixed tangile assets,7280,DOLLARS(millions)
2021,G,Retail Trade,a_0,Ativity unit,12165,OUNT
2021,G,Retail Trade,a_0,Rolling mean employees,0,OUNT
2021,G,Retail Trade,a_0,Salaries and wages paid,375,DOLLARS(millions)
2021,G,Retail Trade,a_0,"Sales, government funding, grants and susidies",4255,DOLLARS(millions)
2021,G,Retail Trade,a_0,Total inome,4293,DOLLARS(millions)
2021,G,Retail Trade,a_0,Total expenditure,3996,DOLLARS(millions)
2021,G,Retail Trade,a_0,Operating profit efore tax,312,DOLLARS(millions)
2021,G,Retail Trade,a_0,Total assets,3359,DOLLARS(millions)
2021,G,Retail Trade,a_0,Fixed tangile assets,1148,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Ativity unit,10173,OUNT
2021,G,Retail Trade,_1-5,Rolling mean employees,23850,OUNT
2021,G,Retail Trade,_1-5,Salaries and wages paid,1185,DOLLARS(millions)
2021,G,Retail Trade,_1-5,"Sales, government funding, grants and susidies",8881,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Total inome,8906,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Total expenditure,8589,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Operating profit efore tax,380,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Total assets,3957,DOLLARS(millions)
2021,G,Retail Trade,_1-5,Fixed tangile assets,718,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Ativity unit,2283,OUNT
2021,G,Retail Trade,_6-9,Rolling mean employees,16317,OUNT
2021,G,Retail Trade,_6-9,Salaries and wages paid,739,DOLLARS(millions)
2021,G,Retail Trade,_6-9,"Sales, government funding, grants and susidies",5489,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Total inome,5531,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Total expenditure,5196,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Operating profit efore tax,389,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Total assets,2500,DOLLARS(millions)
2021,G,Retail Trade,_6-9,Fixed tangile assets,516,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Ativity unit,1716,OUNT
2021,G,Retail Trade,d_10-19,Rolling mean employees,22695,OUNT
2021,G,Retail Trade,d_10-19,Salaries and wages paid,1015,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,"Sales, government funding, grants and susidies",7377,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Total inome,7401,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Total expenditure,6976,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Operating profit efore tax,454,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Total assets,2732,DOLLARS(millions)
2021,G,Retail Trade,d_10-19,Fixed tangile assets,399,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Ativity unit,747,OUNT
2021,G,Retail Trade,e_20-49,Rolling mean employees,21441,OUNT
2021,G,Retail Trade,e_20-49,Salaries and wages paid,986,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,"Sales, government funding, grants and susidies",10198,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Total inome,10232,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Total expenditure,9655,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Operating profit efore tax,646,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Total assets,4027,DOLLARS(millions)
2021,G,Retail Trade,e_20-49,Fixed tangile assets,698,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Ativity unit,240,OUNT
2021,G,Retail Trade,f_50-99,Rolling mean employees,17124,OUNT
2021,G,Retail Trade,f_50-99,Salaries and wages paid,746,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,"Sales, government funding, grants and susidies",6801,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Total inome,6821,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Total expenditure,6490,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Operating profit efore tax,386,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Total assets,2440,DOLLARS(millions)
2021,G,Retail Trade,f_50-99,Fixed tangile assets,334,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Ativity unit,201,OUNT
2021,G,Retail Trade,g_100-199,Rolling mean employees,27795,OUNT
2021,G,Retail Trade,g_100-199,Salaries and wages paid,1165,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,"Sales, government funding, grants and susidies",10508,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Total inome,10542,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Total expenditure,10092,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Operating profit efore tax,464,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Total assets,3908,DOLLARS(millions)
2021,G,Retail Trade,g_100-199,Fixed tangile assets,618,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Ativity unit,138,OUNT
2021,G,Retail Trade,h_200+,Rolling mean employees,86436,OUNT
2021,G,Retail Trade,h_200+,Salaries and wages paid,3648,DOLLARS(millions)
2021,G,Retail Trade,h_200+,"Sales, government funding, grants and susidies",29961,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Total inome,30139,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Total expenditure,28322,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Operating profit efore tax,1992,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Total assets,18515,DOLLARS(millions)
2021,G,Retail Trade,h_200+,Fixed tangile assets,2640,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Ativity unit,27660,OUNT
2021,G,Retail Trade,i_Industry_Total,Rolling mean employees,215658,OUNT
2021,G,Retail Trade,i_Industry_Total,Salaries and wages paid,9859,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and susidies",83470,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Total inome,83866,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Total expenditure,79315,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Operating profit efore tax,5022,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Total assets,41439,DOLLARS(millions)
2021,G,Retail Trade,i_Industry_Total,Fixed tangile assets,7072,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Ativity unit,7170,OUNT
2021,H,Aommodation and Food Servies,a_0,Rolling mean employees,0,OUNT
2021,H,Aommodation and Food Servies,a_0,Salaries and wages paid,249,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,"Sales, government funding, grants and susidies",1227,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Total inome,1296,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Total expenditure,1162,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Operating profit efore tax,109,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Total assets,4485,DOLLARS(millions)
2021,H,Aommodation and Food Servies,a_0,Fixed tangile assets,3047,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Ativity unit,8091,OUNT
2021,H,Aommodation and Food Servies,_1-5,Rolling mean employees,21474,OUNT
2021,H,Aommodation and Food Servies,_1-5,Salaries and wages paid,740,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,"Sales, government funding, grants and susidies",2451,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Total inome,2490,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Total expenditure,2370,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Operating profit efore tax,121,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Total assets,2776,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_1-5,Fixed tangile assets,1529,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Ativity unit,3330,OUNT
2021,H,Aommodation and Food Servies,_6-9,Rolling mean employees,24036,OUNT
2021,H,Aommodation and Food Servies,_6-9,Salaries and wages paid,713,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,"Sales, government funding, grants and susidies",1958,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Total inome,1972,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Total expenditure,1892,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Operating profit efore tax,82,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Total assets,1465,DOLLARS(millions)
2021,H,Aommodation and Food Servies,_6-9,Fixed tangile assets,666,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Ativity unit,2910,OUNT
2021,H,Aommodation and Food Servies,d_10-19,Rolling mean employees,38661,OUNT
2021,H,Aommodation and Food Servies,d_10-19,Salaries and wages paid,1139,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,"Sales, government funding, grants and susidies",2981,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Total inome,3022,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Total expenditure,2868,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Operating profit efore tax,140,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Total assets,2165,DOLLARS(millions)
2021,H,Aommodation and Food Servies,d_10-19,Fixed tangile assets,1177,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Ativity unit,1203,OUNT
2021,H,Aommodation and Food Servies,e_20-49,Rolling mean employees,33693,OUNT
2021,H,Aommodation and Food Servies,e_20-49,Salaries and wages paid,994,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,"Sales, government funding, grants and susidies",2714,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Total inome,2758,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Total expenditure,2598,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Operating profit efore tax,160,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Total assets,2288,DOLLARS(millions)
2021,H,Aommodation and Food Servies,e_20-49,Fixed tangile assets,1312,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Ativity unit,183,OUNT
2021,H,Aommodation and Food Servies,f_50-99,Rolling mean employees,12384,OUNT
2021,H,Aommodation and Food Servies,f_50-99,Salaries and wages paid,404,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,"Sales, government funding, grants and susidies",1281,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Total inome,1320,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Total expenditure,1213,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Operating profit efore tax,96,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Total assets,2145,DOLLARS(millions)
2021,H,Aommodation and Food Servies,f_50-99,Fixed tangile assets,1122,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Ativity unit,63,OUNT
2021,H,Aommodation and Food Servies,g_100-199,Rolling mean employees,9273,OUNT
2021,H,Aommodation and Food Servies,g_100-199,Salaries and wages paid,278,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,"Sales, government funding, grants and susidies",1009,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Total inome,1029,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Total expenditure,956,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Operating profit efore tax,79,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Total assets,2198,DOLLARS(millions)
2021,H,Aommodation and Food Servies,g_100-199,Fixed tangile assets,1341,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Ativity unit,33,OUNT
2021,H,Aommodation and Food Servies,h_200+,Rolling mean employees,19083,OUNT
2021,H,Aommodation and Food Servies,h_200+,Salaries and wages paid,653,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,"Sales, government funding, grants and susidies",2137,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Total inome,2174,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Total expenditure,1938,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Operating profit efore tax,227,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Total assets,3136,DOLLARS(millions)
2021,H,Aommodation and Food Servies,h_200+,Fixed tangile assets,1166,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Ativity unit,22983,OUNT
2021,H,Aommodation and Food Servies,i_Industry_Total,Rolling mean employees,158601,OUNT
2021,H,Aommodation and Food Servies,i_Industry_Total,Salaries and wages paid,5169,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,"Sales, government funding, grants and susidies",15759,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Total inome,16060,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Total expenditure,14996,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Operating profit efore tax,1014,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Total assets,20658,DOLLARS(millions)
2021,H,Aommodation and Food Servies,i_Industry_Total,Fixed tangile assets,11360,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Ativity unit,9387,OUNT
2021,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,OUNT
2021,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,200,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and susidies",1989,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Total inome,2024,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1721,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Operating profit efore tax,299,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Total assets,7642,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",a_0,Fixed tangile assets,6094,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Ativity unit,4035,OUNT
2021,I,"Transport, Postal and Warehousing",_1-5,Rolling mean employees,8031,OUNT
2021,I,"Transport, Postal and Warehousing",_1-5,Salaries and wages paid,504,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,"Sales, government funding, grants and susidies",1935,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Total inome,1952,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Total expenditure,1752,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Operating profit efore tax,219,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Total assets,2126,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_1-5,Fixed tangile assets,1053,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Ativity unit,570,OUNT
2021,I,"Transport, Postal and Warehousing",_6-9,Rolling mean employees,4095,OUNT
2021,I,"Transport, Postal and Warehousing",_6-9,Salaries and wages paid,224,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,"Sales, government funding, grants and susidies",757,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Total inome,764,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Total expenditure,680,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Operating profit efore tax,85,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Total assets,725,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",_6-9,Fixed tangile assets,380,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Ativity unit,591,OUNT
2021,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,7851,OUNT
2021,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,484,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and susidies",1758,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Total inome,1800,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1656,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Operating profit efore tax,151,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Total assets,2211,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangile assets,1244,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Ativity unit,384,OUNT
2021,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,11127,OUNT
2021,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,719,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and susidies",2476,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Total inome,2536,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,2316,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Operating profit efore tax,183,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Total assets,2567,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangile assets,1399,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Ativity unit,126,OUNT
2021,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,8733,OUNT
2021,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,586,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and susidies",2174,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Total inome,2219,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,2058,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Operating profit efore tax,168,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2930,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangile assets,1694,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Ativity unit,60,OUNT
2021,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8352,OUNT
2021,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,520,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and susidies",1891,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Total inome,1935,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1731,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Operating profit efore tax,238,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Total assets,3575,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangile assets,2213,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Ativity unit,69,OUNT
2021,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,46344,OUNT
2021,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,3253,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and susidies",11027,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Total inome,12161,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,11203,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Operating profit efore tax,410,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Total assets,32741,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",h_200+,Fixed tangile assets,20841,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Ativity unit,15225,OUNT
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,94533,OUNT
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,6489,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and susidies",24007,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Total inome,25392,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,23117,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit efore tax,1754,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,54517,DOLLARS(millions)
2021,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangile assets,34919,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Ativity unit,5250,OUNT
2021,J,Information Media and Teleommuniations,a_0,Rolling mean employees,0,OUNT
2021,J,Information Media and Teleommuniations,a_0,Salaries and wages paid,188,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,"Sales, government funding, grants and susidies",1444,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Total inome,1453,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Total expenditure,1321,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Operating profit efore tax,269,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Total assets,1457,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,a_0,Fixed tangile assets,,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Ativity unit,1014,OUNT
2021,J,Information Media and Teleommuniations,_1-5,Rolling mean employees,1971,OUNT
2021,J,Information Media and Teleommuniations,_1-5,Salaries and wages paid,156,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,"Sales, government funding, grants and susidies",582,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Total inome,585,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Total expenditure,565,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Operating profit efore tax,27,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Total assets,450,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_1-5,Fixed tangile assets,66,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Ativity unit,177,OUNT
2021,J,Information Media and Teleommuniations,_6-9,Rolling mean employees,1275,OUNT
2021,J,Information Media and Teleommuniations,_6-9,Salaries and wages paid,85,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,"Sales, government funding, grants and susidies",588,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Total inome,622,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Total expenditure,603,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Operating profit efore tax,-4,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Total assets,533,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,_6-9,Fixed tangile assets,57,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Ativity unit,147,OUNT
2021,J,Information Media and Teleommuniations,d_10-19,Rolling mean employees,1950,OUNT
2021,J,Information Media and Teleommuniations,d_10-19,Salaries and wages paid,136,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,"Sales, government funding, grants and susidies",430,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Total inome,437,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Total expenditure,407,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Operating profit efore tax,36,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Total assets,463,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,d_10-19,Fixed tangile assets,73,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Ativity unit,78,OUNT
2021,J,Information Media and Teleommuniations,e_20-49,Rolling mean employees,2157,OUNT
2021,J,Information Media and Teleommuniations,e_20-49,Salaries and wages paid,142,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,"Sales, government funding, grants and susidies",492,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Total inome,505,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Total expenditure,498,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Operating profit efore tax,19,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Total assets,569,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,e_20-49,Fixed tangile assets,46,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Ativity unit,24,OUNT
2021,J,Information Media and Teleommuniations,f_50-99,Rolling mean employees,1683,OUNT
2021,J,Information Media and Teleommuniations,f_50-99,Salaries and wages paid,117,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,"Sales, government funding, grants and susidies",423,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Total inome,438,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Total expenditure,392,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Operating profit efore tax,53,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Total assets,549,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,f_50-99,Fixed tangile assets,61,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,g_100-199,Ativity unit,12,OUNT
2021,J,Information Media and Teleommuniations,g_100-199,Rolling mean employees,1464,OUNT
2021,J,Information Media and Teleommuniations,g_100-199,Salaries and wages paid,132,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,g_100-199,"Sales, government funding, grants and susidies",466,DOLLARS(millions)
2021,J,Information Media and Teleommuniations,g_100-199,Total inome,467,DOLLARS(millions)
