,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
10678,1,21,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10679,21,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10680,1,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10681,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10682,8,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10683,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10684,11,41,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10685,1,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10686,1,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10687,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10688,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10689,6,17,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10690,5,22,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10691,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10692,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10693,1,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10694,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10695,1,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10696,8,18,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10697,21,21,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10698,13,27,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10699,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10700,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10701,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10702,13,34,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10703,1,6,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10704,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10705,1,10,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10706,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10707,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10708,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10709,1,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10710,14,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10711,19,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10712,1,25,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10713,1,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10714,1,51,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10715,1,26,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10716,8,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10717,1,43,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10718,1,23,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10719,8,46,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10720,5,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10721,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10722,21,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10723,1,35,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10724,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10725,9,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10726,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10727,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10728,8,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10729,1,40,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10730,8,14,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10731,1,15,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10732,1,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10733,1,39,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10734,2,39,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10735,4,22,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10736,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10737,1,21,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10738,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10739,4,53,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10740,4,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10741,9,54,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10742,1,8,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10743,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10744,5,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10745,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10746,19,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10747,4,43,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10748,1,10,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10749,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10750,6,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10751,1,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10752,13,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10753,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10754,8,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10755,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10756,1,17,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10757,5,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10758,17,48,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10759,8,52,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10760,4,44,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10761,1,87,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10762,1,38,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10763,13,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10764,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10765,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10766,1,20,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10767,20,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10768,10,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10769,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10770,7,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10771,4,19,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10772,7,45,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10773,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10774,4,25,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10775,1,20,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10776,8,21,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10777,20,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10778,6,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10779,4,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10780,4,24,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10781,4,19,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10782,8,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10783,20,16,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10784,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10785,6,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10786,4,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10787,1,10,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10788,1,23,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10789,22,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10790,8,22,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10791,20,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10792,1,29,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10793,8,51,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10794,8,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10795,4,22,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10796,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10797,11,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10798,5,18,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10799,1,33,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10800,6,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10801,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10802,4,22,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10803,4,26,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10804,10,3,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10805,6,25,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10806,1,40,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10807,19,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10808,1,43,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10809,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10810,11,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10811,2,23,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10812,4,22,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10813,1,30,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10814,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10815,1,14,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10816,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10817,11,42,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10818,8,15,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10819,1,19,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10820,4,28,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10821,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10822,1,26,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10823,10,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10824,1,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10825,3,47,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10826,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10827,15,33,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10828,2,27,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10829,1,49,PROBLEMAS SOCIALES,ENCONTRADO,HOMBRE
10830,19,8,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10831,1,20,FISCALÍA,ENCONTRADO,MUJER
10832,4,12,EXTRAVIADA,ENCONTRADO,MUJER
10833,11,12,EXTRAVIADA,ENCONTRADO,MUJER
10834,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10835,3,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10836,1,16,FISCALÍA,ENCONTRADO,MUJER
10837,13,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10838,13,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10839,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10840,1,16,FISCALÍA,ENCONTRADO,MUJER
10841,4,21,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10842,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10843,4,49,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10844,4,42,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10845,3,29,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10846,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10847,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10848,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10849,5,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10850,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10851,1,23,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10852,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10853,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10854,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10855,19,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10856,4,31,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10857,4,29,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10858,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10859,1,19,FISCALÍA,ENCONTRADO,MUJER
10860,13,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10861,20,28,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10862,1,24,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10863,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10864,13,64,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10865,1,18,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10866,4,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10867,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10868,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10869,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10870,1,9,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10871,6,44,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10872,4,13,EXTRAVIADA,ENCONTRADO,MUJER
10873,20,27,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10874,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10875,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10876,7,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10877,3,29,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10878,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10879,1,21,FISCALÍA,ENCONTRADO,MUJER
10880,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10881,1,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10882,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10883,1,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10884,1,11,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10885,3,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10886,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10887,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10888,19,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10889,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10890,6,41,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10891,6,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10892,1,14,EXTRAVIADA,ENCONTRADO,MUJER
10893,22,28,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10894,10,41,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10895,16,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10896,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10897,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10898,3,12,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10899,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10900,20,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10901,21,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10902,10,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10903,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10904,5,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10905,4,22,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10906,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10907,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10908,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10909,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10910,6,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10911,23,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10912,4,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10913,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10914,12,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10915,1,40,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10916,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10917,17,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10918,13,62,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10919,4,38,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10920,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10921,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10922,20,42,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10923,3,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10924,4,31,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10925,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10926,19,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10927,4,10,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10928,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10929,18,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10930,13,13,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10931,17,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10932,1,19,FISCALÍA,ENCONTRADO,MUJER
10933,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10934,1,14,FISCALÍA,ENCONTRADO,MUJER
10935,23,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10936,13,31,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10937,13,12,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10938,17,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10939,12,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10940,1,74,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10941,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10942,1,20,FISCALÍA,ENCONTRADO,MUJER
10943,11,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10944,1,20,FISCALÍA,ENCONTRADO,MUJER
10945,6,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10946,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10947,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10948,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10949,1,20,FISCALÍA,ENCONTRADO,MUJER
10950,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10951,1,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10952,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10953,4,31,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
10954,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10955,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10956,1,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10957,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10958,5,13,EXTRAVIADA,ENCONTRADO,MUJER
10959,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10960,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10961,7,25,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10962,10,23,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10963,21,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10964,12,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10965,3,47,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10966,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10967,1,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10968,7,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10969,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10970,2,23,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
10971,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10972,6,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10973,5,32,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
10974,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10975,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10976,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10977,4,20,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10978,10,3,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10979,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10980,15,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10981,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10982,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10983,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10984,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10985,19,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10986,19,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10987,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10988,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10989,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10990,4,12,EXTRAVIADA,ENCONTRADO,MUJER
10991,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10992,1,19,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10993,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
10994,15,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10995,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10996,16,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
10997,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
10998,15,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
10999,20,19,FALLECIDO,ENCONTRADO,MUJER
11000,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11001,1,30,FISCALÍA,ENCONTRADO,MUJER
11002,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11003,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11004,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11005,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11006,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11007,12,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11008,1,19,FISCALÍA,ENCONTRADO,MUJER
11009,4,11,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11010,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11011,11,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11012,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11013,4,14,EXTRAVIADA,ENCONTRADO,MUJER
11014,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11015,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11016,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11017,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11018,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11019,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11020,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11021,1,9,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11022,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11023,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11024,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11025,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11026,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11027,4,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11028,5,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11029,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11030,10,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11031,4,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11032,8,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11033,8,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11034,12,37,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11035,1,18,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11036,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11037,1,46,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11038,1,19,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11039,4,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11040,16,8,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11041,10,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11042,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11043,20,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11044,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11045,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11046,17,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11047,3,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11048,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11049,21,9,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11050,8,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
