,Provincia,Edad Aprox.,Sexo
8312,22,15,MUJER
8313,22,13,MUJER
8314,21,11,HOMBRE
8315,22,15,MUJER
8316,1,15,MUJER
8317,6,17,HOMBRE
8318,20,15,HOMBRE
8319,5,15,MUJER
8320,20,15,HOMBRE
8321,1,16,MUJER
8322,22,14,HOMBRE
8323,19,10,MUJER
8324,20,13,HOMBRE
8325,21,10,HOMBRE
8326,16,14,HOMBRE
8327,2,16,MUJER
8328,22,11,HOMBRE
8329,22,10,HOMBRE
8330,21,16,HOMBRE
8331,8,11,MUJER
8332,9,12,MUJER
8333,15,14,HOMBRE
8334,5,14,HOMBRE
8335,9,14,HOMBRE
8336,22,9,MUJER
8337,2,14,HOMBRE
8338,22,15,HOMBRE
8339,15,14,HOMBRE
8340,16,14,MUJER
8341,6,14,HOMBRE
8342,4,14,HOMBRE
8343,11,14,MUJER
8344,22,12,HOMBRE
8345,4,15,MUJER
8346,22,9,MUJER
8347,1,15,MUJER
8348,22,15,MUJER
8349,22,9,HOMBRE
8350,20,9,MUJER
8351,20,15,HOMBRE
8352,6,14,MUJER
8353,21,14,HOMBRE
8354,2,14,HOMBRE
8355,1,15,HOMBRE
8356,1,15,HOMBRE
8357,20,16,HOMBRE
8358,5,15,HOMBRE
8359,5,14,HOMBRE
8360,2,14,HOMBRE
8361,5,13,HOMBRE
8362,21,9,HOMBRE
8363,4,14,HOMBRE
8364,20,15,HOMBRE
8365,6,11,MUJER
8366,13,14,HOMBRE
8367,22,14,MUJER
8368,14,14,HOMBRE
8369,5,15,MUJER
8370,1,15,MUJER
8371,4,14,HOMBRE
8372,19,15,HOMBRE
8373,14,12,MUJER
8374,5,14,HOMBRE
8375,5,15,MUJER
8376,1,15,MUJER
8377,22,10,HOMBRE
8378,22,14,HOMBRE
8379,3,14,HOMBRE
8380,18,15,HOMBRE
8381,4,15,MUJER
8382,21,16,HOMBRE
8383,6,15,HOMBRE
8384,6,12,MUJER
8385,6,11,MUJER
8386,7,11,MUJER
8387,2,16,MUJER
8388,6,14,MUJER
8389,22,9,HOMBRE
8390,4,14,HOMBRE
8391,16,15,HOMBRE
8392,5,14,HOMBRE
8393,9,12,MUJER
8394,5,15,MUJER
8395,7,11,MUJER
8396,2,14,HOMBRE
8397,6,11,MUJER
8398,22,13,HOMBRE
8399,22,11,HOMBRE
8400,17,14,MUJER
8401,21,11,HOMBRE
8402,4,16,MUJER
8403,22,11,MUJER
8404,14,14,HOMBRE
8405,22,9,MUJER
8406,3,15,MUJER
8407,21,14,HOMBRE
8408,21,11,HOMBRE
8409,3,15,MUJER
8410,6,16,HOMBRE
8411,15,14,HOMBRE
8412,6,21,HOMBRE
8413,1,16,MUJER
8414,2,16,MUJER
8415,5,14,HOMBRE
8416,21,16,HOMBRE
8417,2,16,MUJER
8418,3,19,HOMBRE
8419,5,14,HOMBRE
8420,9,14,MUJER
8421,3,16,MUJER
8422,4,14,HOMBRE
8423,18,15,HOMBRE
8424,22,12,MUJER
8425,3,19,HOMBRE
8426,4,14,HOMBRE
8427,2,16,MUJER
8428,22,14,MUJER
8429,5,14,HOMBRE
8430,22,11,MUJER
8431,22,11,MUJER
8432,5,15,MUJER
8433,5,18,HOMBRE
8434,21,15,MUJER
8435,22,14,HOMBRE
8436,2,16,MUJER
8437,5,13,HOMBRE
8438,2,14,MUJER
8439,3,15,HOMBRE
8440,22,14,HOMBRE
8441,22,14,HOMBRE
8442,2,15,MUJER
8443,14,14,HOMBRE
8444,21,14,HOMBRE
8445,20,15,MUJER
8446,6,23,HOMBRE
8447,4,20,HOMBRE
8448,15,14,HOMBRE
8449,6,22,HOMBRE
8450,21,11,HOMBRE
8451,20,16,HOMBRE
8452,8,11,MUJER
8453,1,15,MUJER
8454,8,14,HOMBRE
8455,2,16,MUJER
8456,1,16,MUJER
8457,5,15,MUJER
8458,2,16,MUJER
8459,1,15,MUJER
8460,21,11,HOMBRE
8461,2,15,HOMBRE
8462,3,16,MUJER
8463,22,15,HOMBRE
8464,18,11,MUJER
8465,21,11,HOMBRE
8466,2,16,MUJER
8467,6,20,HOMBRE
8468,6,11,MUJER
8469,22,14,HOMBRE
8470,4,16,MUJER
8471,6,23,HOMBRE
8472,1,16,MUJER
8473,21,14,HOMBRE
8474,5,16,HOMBRE
8475,22,15,HOMBRE
8476,3,16,HOMBRE
8477,4,15,MUJER
8478,2,16,MUJER
8479,5,15,MUJER
8480,5,12,MUJER
8481,22,12,HOMBRE
8482,5,14,HOMBRE
8483,21,16,HOMBRE
8484,21,16,HOMBRE
8485,5,16,HOMBRE
8486,2,16,MUJER
8487,22,12,MUJER
8488,1,16,MUJER
8489,3,16,HOMBRE
8490,7,11,MUJER
8491,2,15,MUJER
8492,5,15,MUJER
8493,5,15,MUJER
8494,6,18,HOMBRE
8495,6,23,HOMBRE
8496,2,16,MUJER
8497,13,14,HOMBRE
8498,20,15,HOMBRE
8499,4,15,MUJER
8500,21,16,HOMBRE
8501,8,14,HOMBRE
8502,5,14,HOMBRE
8503,5,15,MUJER
8504,10,14,HOMBRE
8505,6,11,MUJER
8506,22,12,MUJER
8507,4,15,MUJER
8508,6,12,MUJER
8509,20,16,HOMBRE
8510,9,14,HOMBRE
8511,12,13,MUJER
8512,13,14,HOMBRE
8513,4,16,MUJER
8514,21,9,HOMBRE
8515,22,15,HOMBRE
8516,22,13,HOMBRE
8517,1,15,MUJER
8518,7,14,MUJER
8519,14,14,HOMBRE
8520,3,15,MUJER
8521,1,16,MUJER
8522,1,15,MUJER
8523,1,16,MUJER
8524,2,16,MUJER
8525,14,13,MUJER
8526,6,23,HOMBRE
8527,21,11,HOMBRE
8528,5,15,HOMBRE
8529,5,13,HOMBRE
8530,1,15,MUJER
8531,7,14,MUJER
8532,4,14,HOMBRE
8533,5,15,MUJER
8534,1,14,HOMBRE
8535,1,15,MUJER
8536,22,15,MUJER
8537,6,18,HOMBRE
8538,1,16,HOMBRE
8539,1,15,MUJER
8540,5,11,MUJER
8541,18,15,HOMBRE
8542,9,14,MUJER
8543,1,15,MUJER
8544,3,16,MUJER
8545,1,16,MUJER
8546,19,15,HOMBRE
8547,20,16,HOMBRE
8548,17,15,MUJER
8549,2,15,MUJER
8550,2,16,MUJER
8551,4,14,HOMBRE
8552,21,11,HOMBRE
8553,20,15,HOMBRE
8554,5,12,MUJER
8555,6,20,HOMBRE
8556,5,14,HOMBRE
8557,6,13,MUJER
8558,1,15,MUJER
8559,21,16,HOMBRE
8560,20,12,HOMBRE
8561,3,16,MUJER
8562,5,14,HOMBRE
8563,7,11,MUJER
8564,1,15,MUJER
8565,21,15,MUJER
8566,21,12,HOMBRE
8567,2,16,MUJER
8568,12,13,MUJER
8569,6,14,HOMBRE
8570,5,14,HOMBRE
8571,20,15,HOMBRE
8572,4,12,MUJER
8573,12,14,HOMBRE
8574,21,14,HOMBRE
8575,21,14,HOMBRE
8576,12,13,MUJER
8577,2,16,MUJER
8578,1,15,MUJER
8579,1,16,MUJER
8580,22,10,HOMBRE
8581,22,15,HOMBRE
8582,13,14,MUJER
8583,1,16,MUJER
8584,19,15,HOMBRE
8585,6,12,HOMBRE
8586,22,10,HOMBRE
8587,20,15,HOMBRE
8588,22,10,HOMBRE
8589,1,14,HOMBRE
8590,1,15,MUJER
8591,22,9,HOMBRE
8592,22,12,HOMBRE
8593,3,14,HOMBRE
8594,2,15,MUJER
8595,21,14,HOMBRE
8596,12,14,MUJER
8597,1,14,HOMBRE
8598,1,15,MUJER
8599,3,17,HOMBRE
8600,4,14,HOMBRE
8601,18,15,HOMBRE
8602,22,14,HOMBRE
8603,22,13,MUJER
8604,6,11,HOMBRE
8605,20,15,HOMBRE
8606,4,15,MUJER
8607,20,12,HOMBRE
8608,22,9,MUJER
8609,1,15,MUJER
8610,1,16,MUJER
8611,6,16,HOMBRE
8612,5,14,HOMBRE
8613,22,12,MUJER
8614,9,12,MUJER
8615,5,13,HOMBRE
8616,18,11,MUJER
8617,2,16,MUJER
8618,1,16,MUJER
8619,6,16,HOMBRE
8620,2,16,MUJER
8621,20,16,HOMBRE
8622,3,15,HOMBRE
8623,21,14,HOMBRE
8624,2,16,MUJER
8625,1,15,MUJER
8626,4,15,MUJER
8627,22,12,MUJER
8628,3,15,MUJER
8629,3,16,HOMBRE
8630,6,20,HOMBRE
8631,1,15,MUJER
8632,1,14,HOMBRE
8633,6,13,MUJER
8634,10,14,HOMBRE
8635,21,16,HOMBRE
8636,3,15,HOMBRE
8637,3,18,HOMBRE
8638,1,15,MUJER
8639,21,14,HOMBRE
8640,3,18,HOMBRE
8641,2,15,MUJER
8642,21,14,HOMBRE
8643,2,16,MUJER
8644,2,16,MUJER
8645,3,15,MUJER
8646,9,14,MUJER
8647,5,15,MUJER
8648,7,14,MUJER
8649,21,9,MUJER
8650,20,16,HOMBRE
8651,2,16,MUJER
8652,4,14,HOMBRE
8653,22,9,HOMBRE
8654,5,15,HOMBRE
8655,20,15,HOMBRE
8656,3,14,HOMBRE
8657,4,15,HOMBRE
8658,22,14,HOMBRE
8659,3,15,MUJER
8660,6,11,HOMBRE
8661,3,15,HOMBRE
8662,21,10,HOMBRE
8663,1,15,MUJER
8664,5,15,MUJER
8665,13,14,HOMBRE
8666,21,14,HOMBRE
8667,6,11,HOMBRE
8668,5,15,MUJER
8669,21,16,HOMBRE
8670,13,14,HOMBRE
8671,1,15,MUJER
8672,4,15,MUJER
8673,2,17,HOMBRE
8674,3,16,HOMBRE
8675,6,13,MUJER
8676,10,14,HOMBRE
8677,8,7,HOMBRE
8678,16,9,HOMBRE
8679,19,8,HOMBRE
8680,16,10,HOMBRE
8681,4,9,HOMBRE
8682,14,11,HOMBRE
8683,16,6,HOMBRE
8684,16,9,HOMBRE
8685,16,8,HOMBRE
8686,7,12,HOMBRE
8687,4,12,HOMBRE
8688,17,11,HOMBRE
8689,4,11,HOMBRE
8690,4,14,HOMBRE
8691,6,7,HOMBRE
8692,18,7,HOMBRE
8693,9,13,HOMBRE
8694,4,14,HOMBRE
8695,15,7,HOMBRE
8696,4,9,HOMBRE
8697,16,5,HOMBRE
8698,13,9,HOMBRE
8699,11,6,HOMBRE
8700,8,13,HOMBRE
8701,7,11,HOMBRE
8702,12,7,HOMBRE
8703,11,6,HOMBRE
8704,16,10,HOMBRE
8705,10,12,HOMBRE
8706,6,14,HOMBRE
8707,11,8,HOMBRE
8708,18,10,HOMBRE
8709,15,9,HOMBRE
8710,8,10,HOMBRE
8711,16,11,HOMBRE
8712,4,12,HOMBRE
8713,15,5,HOMBRE
8714,20,9,HOMBRE
8715,5,14,HOMBRE
8716,4,11,HOMBRE
8717,10,12,HOMBRE
8718,9,10,HOMBRE
8719,10,9,HOMBRE
8720,5,14,HOMBRE
8721,4,14,HOMBRE
8722,18,9,HOMBRE
8723,15,8,HOMBRE
8724,12,12,HOMBRE
8725,4,14,HOMBRE
8726,4,10,HOMBRE
8727,16,11,HOMBRE
8728,8,11,HOMBRE
8729,16,6,HOMBRE
8730,7,9,HOMBRE
8731,15,6,HOMBRE
8732,6,9,HOMBRE
8733,10,6,HOMBRE
8734,15,5,HOMBRE
8735,16,9,HOMBRE
8736,4,13,HOMBRE
8737,12,7,HOMBRE
8738,17,6,HOMBRE
8739,16,11,HOMBRE
8740,9,13,HOMBRE
8741,17,11,HOMBRE
8742,18,7,HOMBRE
8743,12,10,HOMBRE
8744,12,13,HOMBRE
8745,9,10,HOMBRE
8746,5,8,HOMBRE
8747,17,10,HOMBRE
8748,14,5,HOMBRE
8749,16,11,HOMBRE
8750,18,10,HOMBRE
8751,7,14,HOMBRE
8752,16,10,HOMBRE
8753,8,10,HOMBRE
8754,10,13,HOMBRE
8755,7,12,HOMBRE
8756,9,13,HOMBRE
8757,10,13,HOMBRE
8758,15,6,HOMBRE
8759,15,5,HOMBRE
8760,15,5,HOMBRE
8761,17,6,HOMBRE
8762,5,8,HOMBRE
8763,6,14,HOMBRE
8764,17,11,HOMBRE
8765,20,9,HOMBRE
8766,4,14,HOMBRE
8767,9,13,HOMBRE
8768,16,10,HOMBRE
8769,17,11,HOMBRE
8770,16,6,HOMBRE
8771,8,14,HOMBRE
8772,14,5,HOMBRE
8773,16,10,HOMBRE
8774,17,11,HOMBRE
8775,15,5,HOMBRE
8776,6,14,HOMBRE
8777,7,11,HOMBRE
8778,15,11,HOMBRE
8779,20,8,HOMBRE
8780,12,11,HOMBRE
8781,5,14,HOMBRE
8782,12,6,HOMBRE
8783,16,10,HOMBRE
8784,20,9,HOMBRE
8785,16,10,HOMBRE
8786,15,5,HOMBRE
8787,12,11,HOMBRE
8788,5,14,HOMBRE
8789,11,6,HOMBRE
8790,5,13,HOMBRE
8791,19,10,HOMBRE
8792,17,10,HOMBRE
8793,4,12,HOMBRE
8794,4,9,HOMBRE
8795,10,12,HOMBRE
8796,12,5,HOMBRE
8797,9,13,HOMBRE
8798,6,14,HOMBRE
8799,18,10,HOMBRE
8800,4,14,HOMBRE
8801,6,7,HOMBRE
8802,14,5,HOMBRE
8803,16,11,HOMBRE
8804,16,9,HOMBRE
8805,9,10,HOMBRE
8806,4,10,HOMBRE
8807,19,9,HOMBRE
8808,11,10,HOMBRE
8809,15,5,HOMBRE
8810,17,10,HOMBRE
8811,16,6,HOMBRE
8812,15,5,HOMBRE
8813,7,9,HOMBRE
8814,8,10,HOMBRE
8815,15,11,HOMBRE
8816,4,8,HOMBRE
8817,16,11,HOMBRE
8818,9,9,HOMBRE
8819,5,8,HOMBRE
8820,8,7,HOMBRE
8821,4,9,HOMBRE
8822,20,9,HOMBRE
8823,4,11,HOMBRE
8824,12,7,HOMBRE
8825,4,13,HOMBRE
8826,8,13,HOMBRE
8827,17,6,HOMBRE
8828,4,8,HOMBRE
8829,16,9,HOMBRE
8830,16,11,HOMBRE
8831,15,5,HOMBRE
8832,14,9,HOMBRE
8833,17,6,HOMBRE
8834,11,10,HOMBRE
8835,6,13,HOMBRE
8836,15,8,HOMBRE
8837,13,12,HOMBRE
8838,6,8,HOMBRE
8839,8,9,HOMBRE
8840,11,10,HOMBRE
8841,15,6,HOMBRE
8842,11,6,HOMBRE
8843,9,6,HOMBRE
8844,18,10,HOMBRE
8845,16,12,HOMBRE
8846,13,6,HOMBRE
8847,11,13,HOMBRE
8848,15,6,HOMBRE
8849,11,13,HOMBRE
8850,5,9,HOMBRE
8851,15,7,HOMBRE
8852,4,11,HOMBRE
8853,10,6,HOMBRE
8854,4,9,HOMBRE
8855,4,12,HOMBRE
8856,8,9,HOMBRE
8857,20,9,HOMBRE
8858,19,9,HOMBRE
8859,17,11,HOMBRE
8860,19,8,HOMBRE
8861,7,14,HOMBRE
8862,16,5,HOMBRE
8863,6,13,HOMBRE
8864,15,5,HOMBRE
8865,8,11,HOMBRE
8866,9,13,HOMBRE
8867,11,12,HOMBRE
8868,15,5,HOMBRE
8869,4,13,HOMBRE
8870,15,6,HOMBRE
8871,7,9,HOMBRE
8872,15,11,HOMBRE
8873,6,12,HOMBRE
8874,20,9,HOMBRE
8875,4,12,HOMBRE
8876,20,9,HOMBRE
8877,13,11,HOMBRE
8878,13,5,HOMBRE
8879,8,10,HOMBRE
8880,15,5,HOMBRE
8881,11,10,HOMBRE
8882,14,5,HOMBRE
8883,5,14,HOMBRE
8884,16,8,HOMBRE
8885,4,14,HOMBRE
8886,8,13,HOMBRE
8887,14,5,HOMBRE
8888,16,6,HOMBRE
8889,10,6,HOMBRE
8890,15,10,HOMBRE
8891,6,9,HOMBRE
8892,15,6,HOMBRE
8893,5,9,HOMBRE
8894,10,9,HOMBRE
8895,12,6,HOMBRE
8896,4,11,HOMBRE
8897,11,7,HOMBRE
8898,20,9,HOMBRE
8899,4,13,HOMBRE
8900,5,8,HOMBRE
8901,12,5,HOMBRE
8902,18,9,HOMBRE
8903,9,13,HOMBRE
8904,11,13,HOMBRE
8905,20,8,HOMBRE
8906,12,12,HOMBRE
8907,18,10,HOMBRE
8908,15,5,HOMBRE
8909,9,6,HOMBRE
8910,7,9,HOMBRE
8911,7,14,HOMBRE
8912,18,9,HOMBRE
8913,19,10,HOMBRE
8914,15,7,HOMBRE
8915,16,11,HOMBRE
8916,17,6,HOMBRE
8917,7,11,HOMBRE
8918,9,9,HOMBRE
8919,4,14,HOMBRE
8920,10,9,HOMBRE
8921,16,6,HOMBRE
8922,16,9,HOMBRE
8923,16,11,HOMBRE
8924,8,10,HOMBRE
8925,17,11,HOMBRE
8926,18,10,HOMBRE
8927,15,5,HOMBRE
8928,4,9,HOMBRE
8929,19,10,HOMBRE
8930,12,9,HOMBRE
8931,10,6,HOMBRE
8932,7,9,HOMBRE
8933,14,9,HOMBRE
8934,12,5,HOMBRE
8935,4,14,HOMBRE
8936,4,9,HOMBRE
8937,12,7,HOMBRE
8938,12,9,HOMBRE
8939,4,10,HOMBRE
8940,8,11,HOMBRE
8941,4,12,HOMBRE
8942,16,12,HOMBRE
8943,8,9,HOMBRE
8944,5,14,HOMBRE
8945,4,11,HOMBRE
8946,19,9,HOMBRE
8947,8,9,HOMBRE
8948,4,13,HOMBRE
8949,10,6,HOMBRE
8950,6,12,HOMBRE
8951,13,12,HOMBRE
8952,4,14,HOMBRE
8953,4,13,HOMBRE
8954,19,7,HOMBRE
8955,4,9,HOMBRE
8956,19,8,HOMBRE
8957,6,7,HOMBRE
8958,16,11,HOMBRE
8959,8,13,HOMBRE
8960,11,12,HOMBRE
8961,4,12,HOMBRE
8962,4,8,HOMBRE
8963,14,9,HOMBRE
8964,15,11,HOMBRE
8965,20,9,HOMBRE
8966,17,6,HOMBRE
8967,11,10,HOMBRE
8968,11,10,HOMBRE
8969,10,9,HOMBRE
8970,9,6,HOMBRE
8971,13,9,HOMBRE
8972,7,11,HOMBRE
8973,4,11,HOMBRE
8974,10,9,HOMBRE
8975,19,9,HOMBRE
8976,12,13,HOMBRE
8977,8,13,HOMBRE
8978,14,5,HOMBRE
8979,16,5,HOMBRE
8980,11,6,HOMBRE
8981,8,10,HOMBRE
8982,16,9,HOMBRE
8983,12,11,HOMBRE
8984,18,10,HOMBRE
8985,16,11,HOMBRE
8986,4,9,HOMBRE
8987,17,11,HOMBRE
8988,19,9,HOMBRE
8989,11,7,HOMBRE
8990,4,14,HOMBRE
8991,4,13,HOMBRE
8992,16,11,HOMBRE
8993,4,13,HOMBRE
8994,5,8,HOMBRE
8995,9,7,HOMBRE
8996,20,9,HOMBRE
8997,4,14,HOMBRE
8998,20,9,HOMBRE
8999,15,7,HOMBRE
9000,15,12,HOMBRE
9001,16,9,HOMBRE
9002,4,11,HOMBRE
9003,11,13,HOMBRE
9004,4,10,HOMBRE
9005,18,7,HOMBRE
9006,19,10,HOMBRE
9007,15,7,HOMBRE
9008,8,13,HOMBRE
9009,5,9,HOMBRE
9010,17,6,HOMBRE
9011,18,11,HOMBRE
9012,4,14,HOMBRE
9013,14,12,HOMBRE
9014,19,9,HOMBRE
9015,15,12,HOMBRE
9016,16,11,HOMBRE
9017,14,11,HOMBRE
9018,8,13,HOMBRE
9019,15,5,HOMBRE
9020,8,13,HOMBRE
9021,15,12,HOMBRE
9022,20,9,HOMBRE
9023,4,14,HOMBRE
9024,14,12,HOMBRE
9025,4,9,HOMBRE
9026,5,13,HOMBRE
9027,4,9,HOMBRE
9028,16,11,HOMBRE
9029,10,12,HOMBRE
9030,16,8,HOMBRE
9031,15,7,HOMBRE
9032,20,9,HOMBRE
9033,13,9,HOMBRE
9034,18,10,HOMBRE
9035,4,14,HOMBRE
9036,11,12,HOMBRE
9037,11,6,HOMBRE
9038,11,13,HOMBRE
9039,15,5,HOMBRE
9040,8,7,HOMBRE
9041,16,5,HOMBRE
9042,16,12,HOMBRE
9043,5,14,HOMBRE
9044,8,9,HOMBRE
9045,4,9,HOMBRE
9046,4,8,HOMBRE
9047,20,8,HOMBRE
9048,15,7,HOMBRE
9049,16,9,HOMBRE
9050,15,9,HOMBRE
9051,20,9,HOMBRE
9052,8,9,HOMBRE
9053,15,12,HOMBRE
9054,11,6,HOMBRE
9055,10,12,HOMBRE
9056,12,10,HOMBRE
9057,4,13,HOMBRE
9058,11,10,HOMBRE
9059,14,5,HOMBRE
9060,4,9,HOMBRE
9061,11,8,HOMBRE
9062,18,10,HOMBRE
9063,14,11,HOMBRE
9064,5,9,HOMBRE
9065,18,9,HOMBRE
9066,5,9,HOMBRE
9067,12,10,HOMBRE
9068,12,11,HOMBRE
9069,17,11,HOMBRE
9070,14,5,HOMBRE
9071,15,7,HOMBRE
9072,15,5,HOMBRE
9073,8,9,HOMBRE
9074,13,11,HOMBRE
9075,15,5,HOMBRE
9076,18,9,HOMBRE
9077,15,5,HOMBRE
9078,9,13,HOMBRE
9079,4,14,HOMBRE
9080,14,11,HOMBRE
9081,9,10,HOMBRE
9082,16,9,HOMBRE
9083,16,5,HOMBRE
9084,16,8,HOMBRE
9085,20,9,HOMBRE
9086,6,14,HOMBRE
9087,18,11,HOMBRE
9088,10,10,HOMBRE
9089,13,11,HOMBRE
9090,5,13,HOMBRE
9091,18,10,HOMBRE
9092,17,6,HOMBRE
9093,20,8,HOMBRE
9094,19,7,HOMBRE
9095,6,14,HOMBRE
9096,9,9,HOMBRE
9097,6,14,HOMBRE
9098,4,13,HOMBRE
9099,11,9,HOMBRE
9100,20,8,HOMBRE
9101,20,8,HOMBRE
9102,11,7,HOMBRE
9103,20,9,HOMBRE
9104,12,9,HOMBRE
9105,15,5,HOMBRE
9106,14,12,HOMBRE
9107,17,6,HOMBRE
9108,20,9,HOMBRE
9109,20,9,HOMBRE
9110,18,9,HOMBRE
9111,20,9,HOMBRE
9112,10,9,HOMBRE
9113,4,10,HOMBRE
9114,7,9,HOMBRE
9115,16,10,HOMBRE
9116,7,14,HOMBRE
9117,17,6,HOMBRE
9118,15,7,HOMBRE
9119,4,14,HOMBRE
9120,20,9,HOMBRE
9121,9,6,HOMBRE
9122,15,8,HOMBRE
9123,4,14,HOMBRE
9124,14,5,HOMBRE
9125,20,9,HOMBRE
9126,4,10,HOMBRE
9127,10,12,HOMBRE
9128,7,14,HOMBRE
9129,13,6,HOMBRE
9130,17,11,HOMBRE
9131,11,6,HOMBRE
9132,15,11,HOMBRE
9133,18,7,HOMBRE
9134,14,5,HOMBRE
9135,5,9,HOMBRE
9136,13,12,HOMBRE
9137,18,7,HOMBRE
9138,13,11,HOMBRE
9139,15,12,HOMBRE
9140,12,10,HOMBRE
9141,19,7,HOMBRE
9142,4,9,HOMBRE
9143,4,11,HOMBRE
9144,16,8,HOMBRE
9145,16,6,HOMBRE
9146,13,11,HOMBRE
9147,17,11,HOMBRE
9148,10,6,HOMBRE
9149,7,9,HOMBRE
9150,15,6,HOMBRE
9151,7,14,HOMBRE
9152,9,10,HOMBRE
9153,18,10,HOMBRE
9154,13,11,HOMBRE
9155,4,9,HOMBRE
9156,17,10,HOMBRE
9157,9,10,HOMBRE
9158,6,9,HOMBRE
9159,13,9,HOMBRE
9160,15,5,HOMBRE
9161,11,9,HOMBRE
9162,9,6,HOMBRE
9163,16,10,HOMBRE
9164,16,12,HOMBRE
9165,14,12,HOMBRE
9166,11,10,HOMBRE
9167,10,6,HOMBRE
9168,8,10,HOMBRE
9169,20,9,HOMBRE
9170,5,14,HOMBRE
9171,20,9,HOMBRE
9172,19,10,HOMBRE
9173,14,5,HOMBRE
9174,20,9,HOMBRE
9175,9,9,HOMBRE
9176,17,6,HOMBRE
9177,9,13,HOMBRE
9178,7,7,HOMBRE
9179,15,11,HOMBRE
9180,4,10,HOMBRE
9181,14,5,HOMBRE
9182,8,10,HOMBRE
9183,10,9,HOMBRE
9184,5,13,HOMBRE
9185,8,13,HOMBRE
9186,12,10,HOMBRE
9187,20,9,HOMBRE
9188,20,8,HOMBRE
9189,16,11,HOMBRE
9190,18,11,HOMBRE
9191,14,11,HOMBRE
9192,15,6,HOMBRE
9193,20,9,HOMBRE
9194,15,6,HOMBRE
9195,16,6,HOMBRE
9196,18,10,HOMBRE
9197,16,9,HOMBRE
9198,17,11,HOMBRE
9199,14,11,HOMBRE
9200,4,13,HOMBRE
9201,18,10,HOMBRE
9202,4,13,HOMBRE
9203,7,14,HOMBRE
9204,4,12,HOMBRE
9205,16,10,HOMBRE
9206,10,12,HOMBRE
9207,11,6,HOMBRE
9208,10,12,HOMBRE
9209,18,11,HOMBRE
9210,16,10,HOMBRE
9211,10,6,HOMBRE
9212,11,10,HOMBRE
9213,9,10,HOMBRE
9214,5,9,HOMBRE
9215,16,10,HOMBRE
9216,7,9,HOMBRE
9217,15,5,HOMBRE
9218,13,5,HOMBRE
9219,15,7,HOMBRE
9220,9,9,HOMBRE
9221,15,9,HOMBRE
9222,4,14,HOMBRE
9223,13,6,HOMBRE
9224,11,12,HOMBRE
9225,4,10,HOMBRE
9226,8,11,HOMBRE
9227,6,14,HOMBRE
9228,9,10,HOMBRE
9229,16,9,HOMBRE
9230,6,14,HOMBRE
9231,18,7,HOMBRE
9232,5,8,HOMBRE
9233,15,5,HOMBRE
9234,5,13,HOMBRE
9235,4,9,HOMBRE
9236,10,9,HOMBRE
9237,13,11,HOMBRE
9238,18,10,HOMBRE
9239,18,11,HOMBRE
9240,5,14,HOMBRE
9241,14,5,HOMBRE
9242,5,9,HOMBRE
9243,13,6,HOMBRE
9244,5,9,HOMBRE
9245,20,9,HOMBRE
9246,15,6,HOMBRE
9247,4,13,HOMBRE
9248,10,10,HOMBRE
9249,9,9,HOMBRE
9250,13,11,HOMBRE
9251,7,11,HOMBRE
9252,7,13,HOMBRE
9253,13,11,HOMBRE
9254,13,5,HOMBRE
9255,18,10,HOMBRE
9256,19,7,HOMBRE
9257,6,14,HOMBRE
9258,4,11,HOMBRE
9259,19,9,HOMBRE
9260,18,11,HOMBRE
9261,15,6,HOMBRE
9262,17,6,HOMBRE
9263,4,11,HOMBRE
9264,4,9,HOMBRE
9265,16,5,HOMBRE
9266,13,11,HOMBRE
9267,18,10,HOMBRE
9268,7,14,HOMBRE
9269,14,5,HOMBRE
9270,11,7,HOMBRE
9271,19,9,HOMBRE
9272,18,10,HOMBRE
9273,15,8,HOMBRE
9274,4,8,HOMBRE
9275,14,12,HOMBRE
9276,16,11,HOMBRE
9277,13,11,HOMBRE
9278,17,6,HOMBRE
9279,8,10,HOMBRE
9280,15,10,HOMBRE
9281,20,8,HOMBRE
9282,17,11,HOMBRE
9283,16,10,HOMBRE
9284,17,6,HOMBRE
9285,15,5,HOMBRE
9286,15,11,HOMBRE
9287,4,8,HOMBRE
9288,4,8,HOMBRE
9289,9,13,HOMBRE
9290,16,11,HOMBRE
9291,11,8,HOMBRE
9292,4,13,HOMBRE
9293,16,9,HOMBRE
9294,8,13,HOMBRE
9295,9,13,HOMBRE
9296,15,10,HOMBRE
9297,17,9,HOMBRE
9298,10,9,HOMBRE
9299,5,14,HOMBRE
9300,17,11,HOMBRE
9301,20,9,HOMBRE
9302,7,9,HOMBRE
9303,13,6,HOMBRE
9304,10,9,HOMBRE
9305,5,14,HOMBRE
9306,4,9,HOMBRE
9307,14,12,HOMBRE
9308,14,11,HOMBRE
9309,10,12,HOMBRE
9310,12,5,HOMBRE
9311,4,14,HOMBRE
9312,13,12,HOMBRE
9313,7,12,HOMBRE
9314,6,9,HOMBRE
9315,14,5,HOMBRE
9316,7,9,HOMBRE
9317,11,6,HOMBRE
9318,16,11,HOMBRE
9319,13,9,HOMBRE
9320,15,10,HOMBRE
9321,7,7,HOMBRE
9322,4,11,HOMBRE
9323,19,8,HOMBRE
9324,17,9,HOMBRE
9325,16,8,HOMBRE
9326,16,8,HOMBRE
9327,11,9,HOMBRE
9328,5,9,HOMBRE
9329,4,14,HOMBRE
9330,15,8,HOMBRE
9331,12,7,HOMBRE
9332,4,10,HOMBRE
9333,4,11,HOMBRE
