Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,09826226;-78,42674624;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;3/4/2023
IMBABURA;0,681868;-78,357348;54;HOMBRE;SIN_DATO;SIN_DATO;17/3/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,95443284;-79,35298103;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/3/2023;ENCONTRADO;31/3/2023
GUAYAS;-2,2218388;-79,9187397;79;HOMBRE;SIN_DATO;SIN_DATO;15/1/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,4462152;-79,9614998;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/3/2023;ENCONTRADO;31/3/2023
LOS RIOS;-1,15709068;-79,51835632;24;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;31/3/2023
CHIMBORAZO;-1,68004513;-78,65125179;30;MUJER;PROBLEMAS SOCIALES;MIGRACION;24/1/2023;ENCONTRADO;15/3/2023
COTOPAXI;-0,94932981;-78,54598045;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;31/3/2023
CAÑAR;-2,73624995;-78,81497607;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-2,20839588;-79,92463523;37;HOMBRE;EXTRAVIADA;DETENIDO;22/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,210691;-78,3955986;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/2/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,28398248;-79,8846817;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,192116;-79,9668308;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;10/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,1328143;-79,9703317;32;HOMBRE;FALLECIDO;NO DETERMINADA;4/2/2023;FALLECIDO;7/2/2023
ESMERALDAS;1,27962918;-78,83901501;17;MUJER;SIN_DATO;SIN_DATO;25/3/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,70274361;-78,91191218;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;20/3/2023;ENCONTRADO;29/3/2023
LOJA;-3,98747038;-79,21244987;17;MUJER;PROBLEMAS PSICOLÓGICOS;DEPRESION;30/3/2023;ENCONTRADO;2/4/2023
TUNGURAHUA;-1,2164076;-78,5774408;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/2/2023;ENCONTRADO;31/3/2023
LOS RIOS;-1,8772102;-79,6474708;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-1,89286618;-79,55490209;32;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/2/2023;ENCONTRADO;28/2/2023
PICHINCHA;-0,3185712;-78,5492776;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;8/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,406797;-80,364197;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,07018764;-79,94165795;16;MUJER;PROBLEMAS PSICOLÓGICOS;AUTISMO;17/2/2023;ENCONTRADO;19/2/2023
LOS RIOS;-1,44582071;-79,46067522;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,1545916;-79,8289638;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,0844835;-79,9309719;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;28/2/2023
TUNGURAHUA;-1,3128375;-78,5064473;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/2/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,155993;-79,9215725;27;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;26/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,2543191;-79,8884086;38;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;23/2/2023;ENCONTRADO;28/2/2023
LOS RIOS;-1,03689508;-79,46288172;32;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;25/3/2023;ENCONTRADO;11/4/2023
EL ORO;-3,25101293;-79,94428916;34;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;31/3/2023
CHIMBORAZO;-1,93294804;-78,71184826;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/3/2023;ENCONTRADO;1/4/2023
LOS RIOS;-0,8777453;-79,4885301;24;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/3/2023;ENCONTRADO;2/4/2023
SANTO DOMINGO DE LOS TSACHILAS;0,0091672;-79,391605;21;HOMBRE;SIN_DATO;SIN_DATO;24/3/2023;DESAPARECIDO;SIN_DATO
AZUAY;-3,27597083;-79,31431535;26;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;1/3/2023;ENCONTRADO;13/3/2023
TUNGURAHUA;-1,24784148;-78,63145518;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/3/2023;ENCONTRADO;6/4/2023
EL ORO;-3,25242673;-79,96658432;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/3/2023;ENCONTRADO;9/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26200419;-79,1798231;29;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;14/3/2023
EL ORO;-3,24687183;-79,9676234;31;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;31/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2660491;-79,1584485;44;HOMBRE;SIN_DATO;SIN_DATO;28/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23463039;-78,53234097;14;MUJER;SIN_DATO;SIN_DATO;23/3/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,9525739;-79,64092615;21;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;30/3/2023;ENCONTRADO;3/4/2023
GUAYAS;-2,33368932;-79,3935394;12;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;8/3/2023;ENCONTRADO;11/3/2023
SUCUMBIOS;0,0104604;-77,38672071;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/3/2023;ENCONTRADO;2/4/2023
GUAYAS;-2,16951367;-79,80718622;57;HOMBRE;EXTRAVIADA;HOSPITALIZADO;11/3/2023;ENCONTRADO;7/4/2023
GUAYAS;-2,22955687;-79,8984194;47;MUJER;SIN_DATO;SIN_DATO;21/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1644612;-79,8014326;23;HOMBRE;SIN_DATO;SIN_DATO;15/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,17116828;-79,81035233;33;HOMBRE;FALLECIDO;NO DETERMINADA;25/3/2023;FALLECIDO;7/4/2023
PICHINCHA;-0,1847837;-78,3440287;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;10/3/2023
PICHINCHA;-0,2068847;-78,5029505;6;HOMBRE;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2068847;-78,5029505;29;MUJER;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,17030273;-78,47985228;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;1/4/2023
GUAYAS;-2,45499392;-80,28317806;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;5/4/2023
PICHINCHA;-0,20967082;-78,50414932;13;MUJER;SIN_DATO;SIN_DATO;31/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2868053;-78,4393578;15;MUJER;SIN_DATO;SIN_DATO;25/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,09268756;-79,91154671;75;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;8/3/2023;ENCONTRADO;11/3/2023
GUAYAS;-2,11950748;-79,99949919;50;HOMBRE;FALLECIDO;NO DETERMINADA;30/3/2023;FALLECIDO;6/4/2023
GUAYAS;-2,2122834;-79,9321191;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/3/2023;ENCONTRADO;11/3/2023
AZUAY;-3,2758197;-79,3143775;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/3/2023;ENCONTRADO;16/3/2023
GUAYAS;-2,1894706;-80,0264417;63;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;6/3/2023;ENCONTRADO;14/3/2023
GUAYAS;-2,1431673;-79,8794521;22;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;2/4/2023
GUAYAS;-2,16566966;-79,79204893;12;MUJER;SIN_DATO;SIN_DATO;9/3/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,97332;-79,65914057;23;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;20/2/2023;ENCONTRADO;10/3/2023
LOS RIOS;-1,80484183;-79,54333746;21;HOMBRE;SIN_DATO;SIN_DATO;8/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2788392;-78,5763541;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/3/2023;ENCONTRADO;12/3/2023
GUAYAS;-2,1184277;-79,9474463;30;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/3/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,327644;-78,5673547;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;8/3/2023
GUAYAS;-1,8197455;-80,2377078;31;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;6/3/2023;ENCONTRADO;6/4/2023
ESMERALDAS;0,96750934;-79,65131654;11;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;31/3/2023
PICHINCHA;-0,11642505;-78,45714724;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;1/4/2023
PICHINCHA;-0,2952638;-78,5368251;14;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;7/3/2023;ENCONTRADO;14/3/2023
SANTA ELENA;-2,2109703;-80,8685958;46;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-2,1917649;-79,8794617;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;11/3/2023
TUNGURAHUA;-1,34043243;-78,53445685;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/3/2023;ENCONTRADO;11/3/2023
PICHINCHA;-0,0938126;-78,50593943;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/3/2023;ENCONTRADO;12/3/2023
AZUAY;-2,92107082;-79,04739694;53;HOMBRE;SIN_DATO;SIN_DATO;12/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,7335847;-78,5944718;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;14/4/2023
PICHINCHA;-0,0971214;-78,4225594;52;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;4/4/2023
CHIMBORAZO;-1,60406862;-78,63351705;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;11/3/2023
GUAYAS;-2,15545373;-79,91725997;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;16/4/2023
PICHINCHA;-0,2232699;-78,4895112;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;11/3/2023
GUAYAS;-2,0501182;-79,9590755;24;HOMBRE;FALLECIDO;NO DETERMINADA;22/3/2023;FALLECIDO;6/4/2023
PICHINCHA;-0,190344;-78,3385628;1;MUJER;PROBLEMAS SOCIALES;MIGRACION;26/2/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,2853434;-78,5676808;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/3/2023;ENCONTRADO;13/3/2023
LOS RIOS;-1,56332178;-79,75235079;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/3/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,2739131;-78,4975241;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/2/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,2802949;-78,5586025;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/3/2023;ENCONTRADO;15/3/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00337685;-79,3851583;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/3/2023;ENCONTRADO;8/3/2023
GUAYAS;-1,9740994;-79,9494111;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/3/2023;ENCONTRADO;9/3/2023
COTOPAXI;-1,0179024;-78,58339736;75;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;10/3/2023;ENCONTRADO;11/3/2023
GUAYAS;-2,06545469;-79,43375496;72;HOMBRE;SIN_DATO;SIN_DATO;26/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,0045685;-78,4467745;43;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;7/3/2023;ENCONTRADO;21/3/2023
GUAYAS;-1,967009;-80,010652;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/3/2023;ENCONTRADO;24/3/2023
GUAYAS;-1,05067106;-79,61051713;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/3/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,0839886;-78,5087676;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/2/2023;ENCONTRADO;13/4/2023
SUCUMBIOS;0,0686408;-76,89189767;15;MUJER;SIN_DATO;SIN_DATO;10/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1436592;-79,940554;30;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/3/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,1557681;-78,4769541;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/3/2023;ENCONTRADO;15/3/2023
AZUAY;-2,88613976;-78,77518051;23;MUJER;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2107252;-78,4410895;27;HOMBRE;SIN_DATO;SIN_DATO;13/3/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,45938354;-79,96684313;13;MUJER;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2987692;-78,5227802;50;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/3/2023;ENCONTRADO;12/3/2023
PICHINCHA;-0,21130021;-78,45237814;35;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;12/3/2023;ENCONTRADO;13/3/2023
PICHINCHA;-0,21130021;-78,45237814;35;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;12/3/2023;ENCONTRADO;13/3/2023
CHIMBORAZO;-1,68755426;-78,6428069;46;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/3/2023;ENCONTRADO;14/3/2023
LOS RIOS;-1,1159269;-79,436447;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/3/2023;ENCONTRADO;7/4/2023
GUAYAS;-2,14805333;-79,94132996;43;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/3/2023;ENCONTRADO;12/3/2023
GUAYAS;-2,1431673;-79,8794521;31;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;26/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,10700172;-79,97066975;24;HOMBRE;SIN_DATO;SIN_DATO;28/1/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,2643049;-79,97282982;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/3/2023;ENCONTRADO;13/3/2023
PICHINCHA;-0,2964769;-78,5327207;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;21/2/2023;ENCONTRADO;3/3/2023
CAÑAR;-2,41859254;-79,34606481;12;MUJER;SIN_DATO;SIN_DATO;8/2/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-1,70211658;-77,96584941;31;HOMBRE;FALLECIDO;ASESINATO;9/3/2023;FALLECIDO;14/3/2023
PASTAZA;-1,44993423;-77,99575838;31;HOMBRE;FALLECIDO;ASESINATO;9/3/2023;FALLECIDO;14/3/2023
PICHINCHA;-0,3044729;-78,5397312;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/3/2023;ENCONTRADO;12/3/2023
CAÑAR;-2,74052076;-78,83325571;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/2/2023;ENCONTRADO;2/3/2023
GUAYAS;-2,21343188;-79,92501103;46;HOMBRE;FALLECIDO;NO DETERMINADA;11/3/2023;FALLECIDO;13/3/2023
MANABI;-1,04828312;-80,4427114;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/3/2023;ENCONTRADO;7/4/2023
CAÑAR;-2,74097888;-78,84136465;14;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;3/3/2023;ENCONTRADO;11/3/2023
ESMERALDAS;0,04742999;-79,53962016;15;MUJER;SIN_DATO;SIN_DATO;17/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,327644;-78,5673547;54;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/3/2023;ENCONTRADO;12/3/2023
BOLIVAR;-1,9436802;-79,0659179;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/3/2023;ENCONTRADO;13/4/2023
PICHINCHA;-0,190344;-78,3385628;33;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;26/2/2023;ENCONTRADO;6/4/2023
AZUAY;-2,7982991;-78,6554759;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/2/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,0820049;-79,9229473;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/3/2023;ENCONTRADO;16/3/2023
AZUAY;-2,94027732;-78,92015246;23;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/3/2023;ENCONTRADO;3/4/2023
GUAYAS;-2,33529135;-79,39500806;18;HOMBRE;SIN_DATO;SIN_DATO;20/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,09720784;-79,93686261;26;HOMBRE;SIN_DATO;SIN_DATO;11/2/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2277542;-79,9395439;40;HOMBRE;SIN_DATO;SIN_DATO;28/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1350023;-78,4382469;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/3/2023;ENCONTRADO;30/3/2023
PICHINCHA;-0,32948975;-78,56115372;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/3/2023;ENCONTRADO;1/4/2023
GUAYAS;-1,74191;-80,19552;25;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/3/2023;ENCONTRADO;29/3/2023
PICHINCHA;-0,3155929;-78,5659376;32;HOMBRE;SIN_DATO;SIN_DATO;18/3/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,94027732;-78,92015246;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/3/2023;ENCONTRADO;3/4/2023
PICHINCHA;-0,1223069;-78,4649929;41;MUJER;SIN_DATO;SIN_DATO;8/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2908064;-78,5766463;21;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/3/2023;ENCONTRADO;12/3/2023
PICHINCHA;-0,2908064;-78,5766463;24;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/3/2023;ENCONTRADO;12/3/2023
PICHINCHA;-0,29911;-78,5728277;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/3/2023;ENCONTRADO;10/3/2023
LOS RIOS;-0,8857721;-79,4872619;14;MUJER;SIN_DATO;SIN_DATO;5/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2786854;-78,5845374;15;MUJER;SIN_DATO;SIN_DATO;14/2/2023;DESAPARECIDO;SIN_DATO
SUCUMBIOS;-0,18804357;-76,64568139;56;MUJER;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,28253355;-79,19848704;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/3/2023;ENCONTRADO;2/4/2023
GUAYAS;-2,08167216;-79,92723912;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;13/3/2023
MORONA SANTIAGO;-2,31733469;-78,09812104;17;MUJER;SIN_DATO;SIN_DATO;4/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,29996679;-78,5652218;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;1/4/2023
PICHINCHA;-0,0839886;-78,5087676;89;HOMBRE;FALLECIDO;ACCIDENTAL;21/3/2023;FALLECIDO;30/3/2023
LOS RIOS;-1,0692434;-79,5266211;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/3/2023;ENCONTRADO;14/4/2023
GUAYAS;-2,13130861;-79,96950558;40;MUJER;SIN_DATO;SIN_DATO;20/3/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,73292233;-78,86408039;43;MUJER;SIN_DATO;SIN_DATO;7/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,300783;-78,5386078;9;MUJER;SIN_DATO;SIN_DATO;16/2/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,30724601;-78,12190491;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;16/3/2023
AZUAY;-2,9014621;-79,03078646;26;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/3/2023;ENCONTRADO;8/4/2023
MORONA SANTIAGO;-2,34019334;-77,45932102;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/2/2023;ENCONTRADO;22/3/2023
GUAYAS;-2,20249751;-79,89399721;15;MUJER;SIN_DATO;SIN_DATO;10/3/2023;DESAPARECIDO;SIN_DATO
BOLIVAR;-1,70880111;-79,06013337;9;MUJER;SIN_DATO;SIN_DATO;25/2/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,45637419;-78,16816805;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;15/3/2023
IMBABURA;0,3276647;-78,1193823;20;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/2/2023;ENCONTRADO;11/3/2023
MORONA SANTIAGO;-2,28456757;-78,09552293;14;MUJER;SIN_DATO;SIN_DATO;3/3/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,62493697;-79,23946475;14;HOMBRE;PROBLEMAS PSICOLÓGICOS;AUTISMO;11/3/2023;ENCONTRADO;13/3/2023
GUAYAS;-2,710949;-80,2516473;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/3/2023;ENCONTRADO;2/4/2023
EL ORO;-3,24823763;-79,93991375;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/3/2023;ENCONTRADO;13/3/2023
PICHINCHA;-0,0875297;-78,4689224;51;HOMBRE;SIN_DATO;SIN_DATO;27/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1255987;-79,8821829;14;MUJER;SIN_DATO;SIN_DATO;11/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-1,89927;-79,93327;77;HOMBRE;FALLECIDO;ACCIDENTAL;11/3/2023;FALLECIDO;13/3/2023
PICHINCHA;-0,1806532;-78,4678382;20;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/3/2023;ENCONTRADO;14/3/2023
LOS RIOS;-1,7953581;-79,48574114;25;HOMBRE;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;15;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/3/2023;ENCONTRADO;10/4/2023
PICHINCHA;-0,0938264;-78,4515024;58;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;24/2/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,29834612;-78,40324402;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/1/2023;ENCONTRADO;14/3/2023
CAÑAR;-2,71926851;-78,8886835;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/3/2023;ENCONTRADO;29/3/2023
NAPO;-1,00022306;-77,81516034;5;MUJER;PERDIDO;NINOS NINAS PERDIDOS;10/3/2023;ENCONTRADO;10/3/2023
GUAYAS;-2,1144727;-79,9088889;33;HOMBRE;SIN_DATO;SIN_DATO;16/3/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-3,40598911;-78,57586859;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/3/2023;ENCONTRADO;17/4/2023
